t,q_des_1,q_des_2,q_des_3,q_act_1,q_act_2,q_act_3,dv1,dv2,dv3,qd1,qd2,qd3,tau_total_1,tau_total_2,tau_total_3,tau_sensed1,tau_sensed2,tau_sensed3
15.010,2.43131081,0.24678499,1.73923202,2.43471842,0.33181137,1.76034957,0.09749717,0.11369205,-0.28423013,0.09840435,0.11133005,-0.28449281,-0.19412097,-35.67351928,-5.96544628,-0.19398036,-35.74080644,-5.81507717
15.020,2.43228439,0.24792145,1.73639086,2.43569111,0.33292013,1.75751316,0.09721811,0.11360006,-0.28400014,0.09812035,0.11121640,-0.28427988,-0.19418770,-35.66723416,-5.97017692,-0.19405195,-35.73498399,-5.81925347
15.030,2.43325517,0.24905699,1.73355203,2.43666095,0.33402751,1.75467991,0.09693900,0.11350664,-0.28376661,0.09783635,0.11109694,-0.28404115,-0.19425282,-35.66070646,-5.97525599,-0.19412097,-35.72888857,-5.82378380
15.040,2.43422317,0.25019158,1.73071554,2.43762795,0.33513350,1.75184995,0.09665985,0.11341181,-0.28352952,0.09755233,0.11097248,-0.28378003,-0.19431524,-35.65396343,-5.98066620,-0.19418770,-35.72253370,-5.82867859
15.050,2.43518837,0.25132522,1.72788145,2.43859211,0.33623808,1.74902333,0.09638066,0.11331555,-0.28328888,0.09726831,0.11084385,-0.28350035,-0.19437598,-35.64703286,-5.98637103,-0.19425282,-35.71593545,-5.83392533
15.060,2.43615078,0.25245789,1.72504978,2.43955344,0.33734125,1.74620009,0.09610142,0.11321788,-0.28304470,0.09698428,0.11071198,-0.28320621,-0.19443470,-35.63994859,-5.99233022,-0.19431524,-35.70912161,-5.83950432
15.070,2.43711040,0.25358957,1.72222057,2.44051192,0.33844300,1.74338021,0.09582214,0.11311879,-0.28279699,0.09670026,0.11057776,-0.28290173,-0.19449130,-35.63274730,-5.99849357,-0.19437598,-35.70212041,-5.84537689
15.080,2.43806722,0.25472026,1.71939385,2.44146756,0.33954335,1.74056363,0.09554283,0.11301830,-0.28254574,0.09641623,0.11044205,-0.28259094,-0.19454616,-35.62546083,-6.00480772,-0.19443470,-35.69496606,-5.85150093
15.090,2.43902125,0.25584993,1.71656966,2.44242036,0.34064231,1.73775025,0.09526348,0.11291639,-0.28229097,0.09613221,0.11030566,-0.28227761,-0.19459893,-35.61812717,-6.01121633,-0.19449130,-35.68769555,-5.85782477
15.100,2.43997249,0.25697858,1.71374804,2.44337032,0.34173991,1.73493997,0.09498410,0.11281307,-0.28203267,0.09584818,0.11016929,-0.28196510,-0.19464949,-35.61077481,-6.01766328,-0.19454616,-35.68034092,-5.86429394
15.110,2.44092094,0.25810619,1.71092902,2.44431744,0.34283618,1.73213268,0.09470469,0.11270834,-0.28177086,0.09556417,0.11003353,-0.28165629,-0.19469787,-35.60343303,-6.02409702,-0.19459893,-35.67294028,-5.87085139
15.120,2.44186659,0.25923274,1.70811264,2.44526172,0.34393112,1.72932822,0.09442525,0.11260221,-0.28150553,0.09528015,0.10989882,-0.28135351,-0.19474459,-35.59612640,-6.03046883,-0.19464949,-35.66552217,-5.87744070
15.130,2.44280944,0.26035823,1.70529892,2.44620317,0.34502478,1.72652649,0.09414579,0.11249468,-0.28123670,0.09499615,0.10976551,-0.28105847,-0.19478955,-35.58887096,-6.03673937,-0.19469787,-35.65811580,-5.88401034
15.140,2.44374950,0.26148263,1.70248791,2.44714177,0.34611716,1.72372735,0.09386630,0.11238575,-0.28096437,0.09471215,0.10963376,-0.28077228,-0.19483240,-35.58168353,-6.04287184,-0.19474459,-35.65074566,-5.89051198
15.150,2.44468677,0.26260594,1.69967965,2.44807753,0.34720830,1.72093070,0.09358678,0.11227541,-0.28068854,0.09442817,0.10950365,-0.28049544,-0.19487319,-35.57457005,-6.04883869,-0.19478955,-35.64342762,-5.89690690
15.160,2.44562124,0.26372813,1.69687416,2.44901045,0.34829819,1.71813645,0.09330724,0.11216369,-0.28040921,0.09414419,0.10937510,-0.28022792,-0.19491233,-35.56753592,-6.05462370,-0.19483240,-35.63617825,-5.90315916
15.170,2.44655291,0.26484921,1.69407147,2.44994054,0.34938686,1.71534452,0.09302769,0.11205056,-0.28012641,0.09386024,0.10924794,-0.27996913,-0.19494976,-35.56057583,-6.06021767,-0.19487319,-35.62900328,-5.90924230
15.180,2.44748179,0.26596914,1.69127164,2.45086778,0.35047429,1.71255487,0.09274812,0.11193605,-0.27984012,0.09357631,0.10912191,-0.27971809,-0.19498517,-35.55368811,-6.06561420,-0.19491233,-35.62190782,-5.91514123
15.190,2.44840787,0.26708792,1.68847468,2.45179219,0.35156050,1.70976748,0.09246853,0.11182014,-0.27955036,0.09329241,0.10899667,-0.27947343,-0.19501911,-35.54686126,-6.07082186,-0.19494976,-35.61488630,-5.92084794
15.200,2.44933116,0.26820554,1.68568064,2.45271376,0.35264548,1.70698234,0.09218893,0.11170285,-0.27925712,0.09300854,0.10887183,-0.27923353,-0.19505105,-35.54008137,-6.07584937,-0.19498517,-35.60793676,-5.92635728
15.210,2.45025165,0.26932198,1.68288955,2.45363249,0.35372920,1.70419948,0.09190931,0.11158417,-0.27896043,0.09272470,0.10874696,-0.27899659,-0.19508169,-35.53333544,-6.08071404,-0.19501911,-35.60104744,-5.93167896
15.220,2.45116935,0.27043722,1.68010145,2.45454838,0.35481166,1.70141895,0.09162969,0.11146411,-0.27866028,0.09244090,0.10862164,-0.27876073,-0.19511037,-35.52660842,-6.08543541,-0.19505105,-35.59420420,-5.93682280
15.230,2.45208425,0.27155125,1.67731636,2.45546144,0.35589283,1.69864081,0.09135006,0.11134267,-0.27835667,0.09215715,0.10849543,-0.27852405,-0.19513779,-35.51988297,-6.09003900,-0.19508169,-35.58739385,-5.94180704
15.240,2.45299635,0.27266407,1.67453432,2.45637167,0.35697268,1.69586514,0.09107043,0.11121985,-0.27804962,0.09187345,0.10836793,-0.27828473,-0.19516394,-35.51313982,-6.09454926,-0.19511037,-35.58060114,-5.94665202
15.250,2.45390566,0.27377565,1.67175538,2.45727906,0.35805119,1.69309204,0.09079079,0.11109565,-0.27773913,0.09158981,0.10823877,-0.27804110,-0.19518850,-35.50636648,-6.09898939,-0.19513779,-35.57380861,-5.95138390
15.260,2.45481216,0.27488597,1.66897955,2.45818361,0.35912833,1.69032161,0.09051115,0.11097008,-0.27742521,0.09130622,0.10810762,-0.27779167,-0.19521247,-35.49954947,-6.10338802,-0.19516394,-35.56699691,-5.95602758
15.270,2.45571588,0.27599504,1.66620688,2.45908533,0.36020407,1.68755395,0.09023151,0.11084314,-0.27710785,0.09102270,0.10797423,-0.27753519,-0.19523441,-35.49267137,-6.10776618,-0.19518850,-35.56015350,-5.96060650
15.280,2.45661679,0.27710283,1.66343741,2.45998422,0.36127838,1.68478918,0.08995187,0.11071483,-0.27678708,0.09073925,0.10783838,-0.27727069,-0.19525591,-35.48572488,-6.11214435,-0.19521247,-35.55326489,-5.96514943
15.290,2.45751492,0.27820933,1.66067115,2.46088028,0.36235123,1.68202740,0.08967224,0.11058516,-0.27646289,0.09045586,0.10769994,-0.27699747,-0.19527542,-35.47870069,-6.11654414,-0.19523441,-35.54631368,-5.96967729
15.300,2.45841024,0.27931453,1.65790816,2.46177350,0.36342258,1.67926872,0.08939261,0.11045412,-0.27613529,0.09017255,0.10755882,-0.27671509,-0.19529464,-35.47159260,-6.12097650,-0.19525591,-35.53929262,-5.97421037
15.310,2.45930277,0.28041841,1.65514846,2.46266390,0.36449242,1.67651324,0.08911300,0.11032172,-0.27580429,0.08988931,0.10741502,-0.27642342,-0.19531239,-35.46439823,-6.12545452,-0.19527542,-35.53219249,-5.97876994
15.320,2.46019250,0.28152096,1.65239209,2.46355147,0.36556071,1.67376104,0.08883339,0.11018796,-0.27546990,0.08960615,0.10726856,-0.27612256,-0.19532947,-35.45711585,-6.12998459,-0.19529464,-35.52500720,-5.98336650
15.330,2.46107944,0.28262217,1.64963907,2.46443620,0.36662744,1.67101220,0.08855380,0.11005284,-0.27513211,0.08932307,0.10711954,-0.27581285,-0.19534520,-35.44974591,-6.13457209,-0.19531239,-35.51773448,-5.98801268
15.340,2.46196358,0.28372201,1.64688946,2.46531812,0.36769257,1.66826679,0.08827422,0.10991638,-0.27479094,0.08904007,0.10696809,-0.27549479,-0.19536024,-35.44229407,-6.13921319,-0.19532947,-35.51037271,-5.99271428
15.350,2.46284492,0.28482049,1.64414327,2.46619720,0.36875611,1.66552487,0.08799466,0.10977856,-0.27444640,0.08875715,0.10681436,-0.27516907,-0.19537452,-35.43476106,-6.14390814,-0.19534520,-35.50292249,-5.99747612
15.360,2.46372347,0.28591758,1.64140054,2.46707346,0.36981802,1.66278649,0.08771511,0.10963939,-0.27409848,0.08847431,0.10665854,-0.27483648,-0.19538770,-35.42715577,-6.14864987,-0.19536024,-35.49538960,-6.00229384
15.370,2.46459922,0.28701327,1.63866131,2.46794689,0.37087829,1.66005167,0.08743559,0.10949888,-0.27374721,0.08819154,0.10650081,-0.27449786,-0.19540007,-35.41948406,-6.15342930,-0.19537452,-35.48777489,-6.00716714
15.380,2.46547218,0.28810755,1.63592561,2.46881750,0.37193692,1.65732044,0.08715609,0.10935703,-0.27339257,0.08790886,0.10634139,-0.27415411,-0.19541130,-35.41175270,-6.15823663,-0.19538770,-35.48008733,-6.01208845
15.390,2.46634234,0.28920041,1.63319347,2.46968528,0.37299390,1.65459282,0.08687662,0.10921384,-0.27303459,0.08762625,0.10618046,-0.27380609,-0.19542179,-35.40396866,-6.16306139,-0.19540007,-35.47233290,-6.01704829
15.400,2.46720971,0.29029183,1.63046492,2.47055024,0.37404922,1.65186882,0.08659717,0.10906931,-0.27267327,0.08734373,0.10601822,-0.27345463,-0.19543120,-35.39614081,-6.16789223,-0.19541130,-35.46451844,-6.02203649
15.410,2.46807429,0.29138179,1.62774001,2.47141238,0.37510286,1.64914843,0.08631775,0.10892344,-0.27230861,0.08706128,0.10585481,-0.27310050,-0.19543944,-35.38827766,-6.17271464,-0.19542179,-35.45665096,-6.02704234
15.420,2.46893607,0.29247029,1.62501876,2.47227170,0.37615483,1.64643167,0.08603836,0.10877625,-0.27194062,0.08677891,0.10569040,-0.27274436,-0.19544704,-35.38038237,-6.17751911,-0.19543120,-35.44873939,-6.03205426
15.430,2.46979506,0.29355731,1.62230121,2.47312820,0.37720512,1.64371854,0.08575900,0.10862773,-0.27156932,0.08649662,0.10552509,-0.27238675,-0.19545355,-35.37246228,-6.18229411,-0.19543944,-35.44079223,-6.03705768
15.440,2.47065125,0.29464284,1.61958739,2.47398188,0.37825373,1.64100901,0.08547968,0.10847788,-0.27119470,0.08621441,0.10535897,-0.27202810,-0.19545939,-35.36452141,-6.18703048,-0.19544704,-35.43281268,-6.04204304
15.450,2.47150465,0.29572686,1.61687733,2.47483273,0.37930065,1.63830311,0.08520040,0.10832671,-0.27081677,0.08593227,0.10519211,-0.27166869,-0.19546410,-35.35656438,-6.19172071,-0.19545355,-35.42480804,-6.04699888
15.460,2.47235526,0.29680937,1.61417106,2.47568077,0.38034586,1.63560082,0.08492116,0.10817422,-0.27043555,0.08565022,0.10502453,-0.27130869,-0.19546773,-35.34859104,-6.19635903,-0.19545939,-35.41678231,-6.05191614
15.470,2.47320307,0.29789034,1.61146863,2.47652600,0.38138938,1.63290216,0.08464195,0.10802042,-0.27005104,0.08536824,0.10485624,-0.27094813,-0.19547095,-35.34060582,-6.20093816,-0.19546410,-35.40874006,-6.05678748
15.480,2.47404810,0.29896977,1.60877005,2.47736840,0.38243118,1.63020712,0.08436279,0.10786530,-0.26966324,0.08508635,0.10468722,-0.27058695,-0.19547257,-35.33260688,-6.20545853,-0.19546773,-35.40068113,-6.06160733
15.490,2.47489033,0.30004765,1.60607537,2.47820800,0.38347126,1.62751573,0.08408368,0.10770887,-0.26927217,0.08480454,0.10451744,-0.27022496,-0.19547365,-35.32459265,-6.20991657,-0.19547095,-35.39260986,-6.06636866
15.500,2.47572977,0.30112395,1.60338462,2.47904477,0.38450961,1.62482801,0.08380461,0.10755113,-0.26887783,0.08452282,0.10434682,-0.26986191,-0.19547388,-35.31656518,-6.21431299,-0.19547257,-35.38452437,-6.07107214
15.510,2.47656642,0.30219866,1.60069783,2.47987874,0.38554622,1.62214396,0.08352559,0.10739209,-0.26848023,0.08424118,0.10417532,-0.26949749,-0.19547319,-35.30852149,-6.21865007,-0.19547365,-35.37642305,-6.07571446
15.520,2.47740028,0.30327178,1.59801503,2.48070988,0.38658107,1.61946364,0.08324663,0.10723175,-0.26807938,0.08395963,0.10400284,-0.26913132,-0.19547154,-35.30045641,-6.22293131,-0.19547388,-35.36830788,-6.08029659
15.530,2.47823135,0.30434330,1.59533625,2.48153822,0.38761416,1.61678706,0.08296771,0.10707012,-0.26767529,0.08367816,0.10382930,-0.26876301,-0.19546922,-35.29236606,-6.22716121,-0.19547319,-35.36017584,-6.08482103
15.540,2.47905964,0.30541318,1.59266153,2.48236375,0.38864547,1.61411426,0.08268886,0.10690718,-0.26726796,0.08339679,0.10365463,-0.26839215,-0.19546546,-35.28425348,-6.23134334,-0.19547154,-35.35202171,-6.08929152
15.550,2.47988513,0.30648143,1.58999090,2.48318647,0.38967498,1.61144529,0.08241006,0.10674296,-0.26685740,0.08311552,0.10347874,-0.26801836,-0.19546155,-35.27610999,-6.23548326,-0.19546922,-35.34384159,-6.09371271
15.560,2.48070784,0.30754804,1.58732440,2.48400637,0.39070268,1.60878019,0.08213132,0.10657745,-0.26644362,0.08283434,0.10330155,-0.26764128,-0.19545646,-35.26793235,-6.23958529,-0.19546546,-35.33563849,-6.09808833
15.570,2.48152776,0.30861298,1.58466204,2.48482347,0.39172855,1.60611901,0.08185264,0.10641065,-0.26602663,0.08255325,0.10312302,-0.26726056,-0.19545074,-35.25972127,-6.24365820,-0.19546155,-35.32740370,-6.10242404
15.580,2.48234489,0.30967625,1.58200387,2.48563777,0.39275258,1.60346178,0.08157403,0.10624258,-0.26560644,0.08227226,0.10294308,-0.26687594,-0.19544435,-35.25147109,-6.24770456,-0.19545646,-35.31913398,-6.10672426
15.590,2.48315924,0.31073783,1.57934992,2.48644925,0.39377476,1.60080858,0.08129548,0.10607322,-0.26518305,0.08199137,0.10276169,-0.26648717,-0.19543697,-35.24318203,-6.25172927,-0.19545074,-35.31083004,-6.11099776
15.600,2.48397080,0.31179771,1.57670022,2.48725794,0.39479506,1.59815943,0.08101700,0.10590259,-0.26475648,0.08171058,0.10257884,-0.26609411,-0.19542905,-35.23485141,-6.25573690,-0.19544435,-35.30248623,-6.11524710
15.610,2.48477958,0.31285587,1.57405480,2.48806381,0.39581348,1.59551438,0.08073859,0.10573069,-0.26432673,0.08142990,0.10239450,-0.26569663,-0.19542014,-35.22647974,-6.25973110,-0.19543697,-35.29410277,-6.11947718
15.620,2.48558557,0.31391232,1.57141370,2.48886689,0.39682999,1.59287350,0.08046026,0.10555752,-0.26389381,0.08114931,0.10220868,-0.26529468,-0.19541069,-35.21806209,-6.26371337,-0.19542905,-35.28567702,-6.12369247
15.630,2.48638878,0.31496702,1.56877694,2.48966716,0.39784458,1.59023681,0.08018199,0.10538309,-0.26345773,0.08086883,0.10202139,-0.26488828,-0.19540051,-35.20960366,-6.26768738,-0.19542014,-35.27720950,-6.12789656
15.640,2.48718921,0.31601997,1.56614456,2.49046464,0.39885725,1.58760435,0.07990381,0.10520740,-0.26301850,0.08058845,0.10183265,-0.26447748,-0.19538928,-35.20110255,-6.27165299,-0.19541069,-35.26869531,-6.13209084
15.650,2.48798686,0.31707116,1.56351658,2.49125931,0.39986797,1.58497618,0.07962570,0.10503045,-0.26257612,0.08030818,0.10164251,-0.26406237,-0.19537730,-35.19255928,-6.27561219,-0.19540051,-35.26013969,-6.13627885
15.660,2.48878173,0.31812058,1.56089304,2.49205119,0.40087673,1.58235233,0.07934768,0.10485225,-0.26213061,0.08002801,0.10145098,-0.26364310,-0.19536438,-35.18397439,-6.27956344,-0.19538928,-35.25154076,-6.14046035
15.670,2.48957381,0.31916821,1.55827398,2.49284026,0.40188353,1.57973283,0.07906973,0.10467279,-0.26168198,0.07974794,0.10125814,-0.26321983,-0.19535133,-35.17535146,-6.28350439,-0.19537730,-35.24289908,-6.14463718
15.680,2.49036312,0.32021403,1.55565941,2.49362654,0.40288834,1.57711772,0.07879188,0.10449209,-0.26123023,0.07946798,0.10106401,-0.26279275,-0.19533682,-35.16669330,-6.28743655,-0.19536438,-35.23421520,-6.14880770
15.690,2.49114965,0.32125804,1.55304938,2.49441003,0.40389117,1.57450702,0.07851411,0.10431015,-0.26077537,0.07918812,0.10086866,-0.26236204,-0.19532167,-35.15799952,-6.29135519,-0.19535133,-35.22549276,-6.15296943
15.700,2.49193340,0.32230023,1.55044392,2.49519072,0.40489200,1.57190076,0.07823643,0.10412697,-0.26031741,0.07890836,0.10067213,-0.26192790,-0.19530579,-35.14927183,-6.29525818,-0.19533682,-35.21673457,-6.15712381
15.710,2.49271438,0.32334058,1.54784305,2.49596862,0.40589081,1.56929898,0.07795884,0.10394255,-0.25985637,0.07862871,0.10047448,-0.26149052,-0.19528874,-35.14051392,-6.29914487,-0.19532167,-35.20794027,-6.16126600
15.720,2.49349258,0.32437908,1.54524680,2.49674372,0.40688761,1.56670169,0.07768134,0.10375690,-0.25939225,0.07834917,0.10027574,-0.26105007,-0.19527107,-35.13172711,-6.30301286,-0.19530579,-35.19911158,-6.16539383
15.730,2.49426801,0.32541571,1.54265521,2.49751604,0.40788237,1.56410893,0.07740394,0.10357002,-0.25892505,0.07806973,0.10007595,-0.26060670,-0.19525222,-35.12291495,-6.30685824,-0.19528874,-35.19025222,-6.16950657
15.740,2.49504066,0.32645047,1.54006831,2.49828556,0.40887510,1.56152070,0.07712664,0.10338192,-0.25845480,0.07779039,0.09987516,-0.26016055,-0.19523275,-35.11407650,-6.31067899,-0.19527107,-35.18136350,-6.17360180
15.750,2.49581054,0.32748335,1.53748612,2.49905230,0.40986578,1.55893705,0.07684944,0.10319260,-0.25798149,0.07751116,0.09967339,-0.25971173,-0.19521222,-35.10521296,-6.31447445,-0.19525222,-35.17244898,-6.17767561
15.760,2.49657765,0.32851432,1.53490869,2.49981624,0.41085441,1.55635799,0.07657234,0.10300206,-0.25750514,0.07723204,0.09947065,-0.25926031,-0.19519068,-35.09632929,-6.31824004,-0.19523275,-35.16350773,-6.18172596
15.770,2.49734199,0.32954338,1.53233603,2.50057740,0.41184096,1.55378355,0.07629534,0.10281030,-0.25702576,0.07695303,0.09926698,-0.25880635,-0.19516819,-35.08742433,-6.32197731,-0.19521222,-35.15454094,-6.18575221
15.780,2.49810356,0.33057052,1.52976818,2.50133578,0.41282545,1.55121374,0.07601845,0.10261734,-0.25654336,0.07667412,0.09906237,-0.25834988,-0.19514470,-35.07849785,-6.32568380,-0.19519068,-35.14555357,-6.18974981
15.790,2.49886236,0.33159573,1.52720517,2.50209137,0.41380785,1.54864860,0.07574167,0.10242318,-0.25605795,0.07639532,0.09885684,-0.25789089,-0.19512028,-35.06955017,-6.32935882,-0.19516819,-35.13654444,-6.19372035
15.800,2.49961839,0.33261898,1.52464704,2.50284417,0.41478816,1.54608816,0.07546500,0.10222781,-0.25556953,0.07611663,0.09865037,-0.25742936,-0.19509499,-35.06058577,-6.33300044,-0.19514470,-35.12751334,-6.19766141
15.810,2.50037166,0.33364028,1.52209379,2.50359419,0.41576637,1.54353243,0.07518845,0.10203125,-0.25507812,0.07583805,0.09844297,-0.25696526,-0.19506828,-35.05159990,-6.33661326,-0.19512028,-35.11846056,-6.20157234
15.820,2.50112216,0.33465960,1.51954548,2.50434144,0.41674247,1.54098144,0.07491201,0.10183349,-0.25458373,0.07555958,0.09823463,-0.25649852,-0.19504084,-35.04259662,-6.34019320,-0.19509499,-35.10939057,-6.20545129
15.830,2.50186990,0.33567694,1.51700213,2.50508590,0.41771644,1.53843523,0.07463568,0.10163454,-0.25408636,0.07528123,0.09802533,-0.25602909,-0.19501225,-35.03357331,-6.34374215,-0.19506828,-35.10029862,-6.20930288
15.840,2.50261487,0.33669229,1.51446377,2.50582758,0.41868828,1.53589383,0.07435948,0.10143441,-0.25358603,0.07500299,0.09781507,-0.25555688,-0.19498284,-35.02452916,-6.34726103,-0.19504084,-35.09118877,-6.21312308
15.850,2.50335709,0.33770563,1.51193042,2.50656649,0.41965798,1.53335727,0.07408340,0.10123310,-0.25308275,0.07472486,0.09760384,-0.25508181,-0.19495180,-35.01546569,-6.35075233,-0.19501225,-35.08205837,-6.21691384
15.860,2.50409654,0.33871695,1.50940212,2.50730261,0.42062553,1.53082557,0.07380744,0.10103061,-0.25257653,0.07444686,0.09739161,-0.25460382,-0.19492020,-35.00638241,-6.35421563,-0.19498284,-35.07290662,-6.22067611
15.870,2.50483324,0.33972624,1.50687890,2.50803597,0.42159092,1.52829877,0.07353161,0.10082695,-0.25206738,0.07416897,0.09717838,-0.25412283,-0.19488702,-34.99727854,-6.35765199,-0.19495180,-35.06373503,-6.22441241
15.880,2.50556717,0.34073348,1.50436078,2.50876655,0.42255413,1.52577690,0.07325590,0.10062212,-0.25155530,0.07389120,0.09696414,-0.25363877,-0.19485343,-34.98815565,-6.36106391,-0.19492020,-35.05454312,-6.22812233
15.890,2.50629836,0.34173868,1.50184780,2.50949435,0.42351517,1.52326000,0.07298033,0.10041613,-0.25104032,0.07361355,0.09674888,-0.25315160,-0.19481779,-34.97900906,-6.36445113,-0.19488702,-35.04533009,-6.23180696
15.900,2.50702678,0.34274180,1.49933999,2.51021939,0.42447400,1.52074810,0.07270489,0.10020897,-0.25052243,0.07333603,0.09653259,-0.25266126,-0.19478179,-34.96984483,-6.36781440,-0.19485343,-35.03609753,-6.23546878
15.910,2.50775245,0.34374285,1.49683736,2.51094165,0.42543064,1.51824123,0.07242958,0.10000066,-0.25000165,0.07305862,0.09631529,-0.25216773,-0.19474451,-34.96065814,-6.37115763,-0.19481779,-35.02684074,-6.23910757
15.920,2.50847537,0.34474181,1.49433996,2.51166115,0.42638506,1.51573942,0.07215441,0.09979120,-0.24947800,0.07278135,0.09609695,-0.25167098,-0.19470590,-34.95145089,-6.37447864,-0.19478179,-35.01756580,-6.24272403
15.930,2.50919554,0.34573867,1.49184781,2.51237787,0.42733725,1.51324271,0.07187938,0.09958059,-0.24895148,0.07250420,0.09587759,-0.25117102,-0.19466605,-34.94222319,-6.37777927,-0.19474451,-35.00826790,-6.24632207
15.940,2.50991296,0.34673342,1.48936094,2.51309183,0.42828721,1.51075113,0.07160449,0.09936884,-0.24842209,0.07222718,0.09565722,-0.25066784,-0.19462504,-34.93297486,-6.38105974,-0.19470590,-34.99894893,-6.24989949
15.950,2.51062763,0.34772604,1.48687938,2.51380303,0.42923493,1.50826470,0.07132975,0.09915595,-0.24788987,0.07195028,0.09543583,-0.25016146,-0.19458282,-34.92370821,-6.38432046,-0.19466605,-34.98960902,-6.25345811
15.960,2.51133956,0.34871653,1.48440315,2.51451146,0.43018039,1.50578347,0.07105515,0.09894192,-0.24735481,0.07167352,0.09521344,-0.24965191,-0.19453911,-34.91442162,-6.38756268,-0.19462504,-34.98024800,-6.25699810
15.970,2.51204874,0.34970488,1.48193229,2.51521713,0.43112359,1.50330746,0.07078070,0.09872677,-0.24681692,0.07139689,0.09499007,-0.24913923,-0.19449435,-34.90511486,-6.39078467,-0.19458282,-34.97086817,-6.26051987
15.980,2.51275517,0.35069107,1.47946683,2.51592004,0.43206452,1.50083670,0.07050640,0.09851049,-0.24627622,0.07112039,0.09476571,-0.24862346,-0.19444863,-34.89579086,-6.39398612,-0.19453911,-34.96146795,-6.26402461
15.990,2.51345886,0.35167508,1.47700678,2.51662019,0.43300316,1.49837122,0.07023225,0.09829309,-0.24573272,0.07084402,0.09454040,-0.24810464,-0.19440154,-34.88645189,-6.39716948,-0.19449435,-34.95204709,-6.26751059
16.000,2.51415982,0.35265692,1.47455218,2.51731758,0.43393952,1.49591104,0.06995825,0.09807457,-0.24518642,0.07056779,0.09431413,-0.24758282,-0.19435266,-34.87709459,-6.40033257,-0.19444863,-34.94260853,-6.27097744
16.010,2.51485803,0.35363657,1.47210306,2.51801222,0.43487357,1.49345620,0.06968442,0.09785494,-0.24463735,0.07029170,0.09408693,-0.24705805,-0.19430282,-34.86772128,-6.40347483,-0.19440154,-34.93315455,-6.27442761
16.020,2.51555351,0.35461402,1.46965944,2.51870409,0.43580531,1.49100673,0.06941074,0.09763420,-0.24408551,0.07001574,0.09385880,-0.24653038,-0.19425137,-34.85833266,-6.40659684,-0.19435266,-34.92368180,-6.27785887
16.030,2.51624625,0.35558925,1.46722136,2.51939322,0.43673474,1.48856265,0.06913722,0.09741236,-0.24353091,0.06973993,0.09362977,-0.24599987,-0.19419876,-34.84893109,-6.40969627,-0.19430282,-34.91419261,-6.28127067
16.040,2.51693625,0.35656226,1.46478883,2.52007959,0.43766184,1.48612398,0.06886387,0.09718943,-0.24297357,0.06946425,0.09339983,-0.24546655,-0.19414496,-34.83951492,-6.41277531,-0.19425137,-34.90468768,-6.28466355
16.050,2.51762352,0.35753304,1.46236190,2.52076321,0.43858661,1.48369076,0.06859068,0.09696540,-0.24241349,0.06918871,0.09316901,-0.24493046,-0.19408969,-34.83008511,-6.41583005,-0.19419876,-34.89516936,-6.28803517
16.060,2.51830807,0.35850157,1.45994057,2.52144408,0.43950903,1.48126301,0.06831767,0.09674028,-0.24185070,0.06891332,0.09293730,-0.24439165,-0.19403228,-34.82064396,-6.41886430,-0.19414496,-34.88563601,-6.29138771
16.070,2.51898988,0.35946784,1.45752489,2.52212221,0.44042910,1.47884075,0.06804482,0.09651408,-0.24128519,0.06863807,0.09270473,-0.24385013,-0.19397408,-34.81119169,-6.42187413,-0.19408969,-34.87608861,-6.29471726
16.080,2.51966896,0.36043184,1.45511488,2.52279758,0.44134681,1.47642402,0.06777214,0.09628679,-0.24071698,0.06836297,0.09247129,-0.24330594,-0.19391456,-34.80172921,-6.42486031,-0.19403228,-34.86652945,-6.29802762
16.090,2.52034532,0.36139357,1.45271056,2.52347022,0.44226215,1.47401283,0.06749964,0.09605844,-0.24014609,0.06808802,0.09223699,-0.24275909,-0.19385319,-34.79225395,-6.42782379,-0.19397408,-34.85695874,-6.30131486
16.100,2.52101896,0.36235301,1.45031196,2.52414010,0.44317511,1.47160722,0.06722732,0.09582901,-0.23957252,0.06781322,0.09200184,-0.24220959,-0.19379007,-34.78276901,-6.43076385,-0.19391456,-34.84737740,-6.30457977
16.110,2.52168987,0.36331015,1.44791912,2.52480725,0.44408569,1.46920721,0.06695517,0.09559852,-0.23899629,0.06753856,0.09176583,-0.24165744,-0.19372591,-34.77327413,-6.43367850,-0.19385319,-34.83778285,-6.30782328
16.120,2.52235806,0.36426498,1.44553205,2.52547166,0.44499387,1.46681283,0.06668321,0.09536697,-0.23841741,0.06726407,0.09152897,-0.24110267,-0.19366009,-34.76376970,-6.43657019,-0.19379007,-34.82817821,-6.31104469
16.130,2.52302353,0.36521748,1.44315078,2.52613332,0.44589966,1.46442410,0.06641143,0.09513436,-0.23783589,0.06698972,0.09129126,-0.24054525,-0.19359282,-34.75425805,-6.43943850,-0.19372591,-34.81856320,-6.31424200
16.140,2.52368629,0.36616766,1.44077534,2.52679225,0.44680303,1.46204105,0.06613984,0.09490070,-0.23725175,0.06671554,0.09105271,-0.23998519,-0.19352359,-34.74473514,-6.44228310,-0.19366009,-34.80893821,-6.31741768
16.150,2.52434633,0.36711549,1.43840575,2.52744845,0.44770398,1.45966370,0.06586844,0.09466600,-0.23666499,0.06644151,0.09081330,-0.23942249,-0.19345299,-34.73520492,-6.44510503,-0.19359282,-34.79930558,-6.32057131
