t,q_des_1,q_des_2,q_des_3,q_act_1,q_act_2,q_act_3,dv1,dv2,dv3,qd1,qd2,qd3,tau_total_1,tau_total_2,tau_total_3,tau_sensed1,tau_sensed2,tau_sensed3
6.470,0.89659006,-0.06235175,2.74153536,0.89906903,0.03770347,2.75348882,0.23349390,-0.12292142,0.05587337,0.23663915,-0.13390023,0.05868088,-0.04615281,-33.75456984,-2.22396862,-0.04345943,-33.67627126,-2.24323026
6.480,0.89892455,-0.06357752,2.74209253,0.90143114,0.03639038,2.75406259,0.23340281,-0.12223183,0.05555992,0.23653213,-0.13325248,0.05835492,-0.04748263,-33.76061906,-2.22873369,-0.04481125,-33.68279431,-2.24787194
6.490,0.90125812,-0.06479639,2.74264656,0.90379212,0.03508384,2.75463307,0.23331024,-0.12154090,0.05524586,0.23642352,-0.13260286,0.05802827,-0.04880186,-33.76659627,-2.23347918,-0.04615281,-33.68924285,-2.25249278
6.500,0.90359075,-0.06600833,2.74319744,0.90615194,0.03378387,2.75520026,0.23321623,-0.12084864,0.05493120,0.23631336,-0.13195137,0.05770096,-0.05011043,-33.77249834,-2.23820569,-0.04748263,-33.69562060,-2.25709320
6.510,0.90592244,-0.06721335,2.74374518,0.90851061,0.03249049,2.75576415,0.23312077,-0.12015510,0.05461595,0.23620164,-0.13129806,0.05737299,-0.05140788,-33.77833145,-2.24291080,-0.04880186,-33.70192722,-2.26167373
6.520,0.90825316,-0.06841143,2.74428976,0.91086810,0.03120371,2.75632474,0.23302388,-0.11946029,0.05430013,0.23608839,-0.13064294,0.05704439,-0.05269488,-33.78409444,-2.24759646,-0.05011043,-33.70815955,-2.26623497
6.530,0.91058291,-0.06960256,2.74483118,0.91322439,0.02992356,2.75688201,0.23292557,-0.11876425,0.05398375,0.23597362,-0.12998604,0.05671516,-0.05397074,-33.78978905,-2.25226183,-0.05140788,-33.71432377,-2.27077453
6.540,0.91291167,-0.07078671,2.74536943,0.91557947,0.02865005,2.75743597,0.23282585,-0.11806701,0.05366682,0.23585735,-0.12932740,0.05638531,-0.05523578,-33.79541260,-2.25690755,-0.05269488,-33.72041871,-2.27529435
6.550,0.91523942,-0.07196389,2.74590452,0.91793334,0.02738319,2.75798660,0.23272474,-0.11736859,0.05334936,0.23573958,-0.12866703,0.05605486,-0.05649020,-33.80097002,-2.26153118,-0.05397074,-33.72644608,-2.27979360
6.560,0.91756616,-0.07313408,2.74643642,0.92028596,0.02612300,2.75853391,0.23262224,-0.11666903,0.05303138,0.23562035,-0.12800497,0.05572383,-0.05773345,-33.80646090,-2.26613639,-0.05523578,-33.73240321,-2.28427291
6.570,0.91989186,-0.07429727,2.74696514,0.92263734,0.02486950,2.75907788,0.23251837,-0.11596834,0.05271288,0.23549965,-0.12734124,0.05539223,-0.05896624,-33.81188568,-2.27072104,-0.05649020,-33.73829498,-2.28872989
6.580,0.92221652,-0.07545344,2.74749068,0.92498745,0.02362270,2.75961852,0.23241314,-0.11526657,0.05239389,0.23537750,-0.12667588,0.05506007,-0.06018792,-33.81724416,-2.27528415,-0.05773345,-33.74412101,-2.29316818
6.590,0.92454012,-0.07660260,2.74801302,0.92733628,0.02238262,2.76015581,0.23230655,-0.11456373,0.05207442,0.23525393,-0.12600891,0.05472736,-0.06139895,-33.82254068,-2.27982793,-0.05896624,-33.74988169,-2.29758566
6.600,0.92686265,-0.07774472,2.74853216,0.92968382,0.02114927,2.76068976,0.23219863,-0.11385987,0.05175449,0.23512894,-0.12534035,0.05439412,-0.06259895,-33.82777290,-2.28435161,-0.06018792,-33.75557682,-2.30198135
6.610,0.92918409,-0.07887979,2.74904811,0.93203005,0.01992267,2.76122035,0.23208937,-0.11315500,0.05143409,0.23500254,-0.12467025,0.05406037,-0.06378851,-33.83294102,-2.28885316,-0.06139895,-33.76121071,-2.30635749
6.620,0.93150443,-0.08000781,2.74956084,0.93437497,0.01870284,2.76174758,0.23197881,-0.11244917,0.05111326,0.23487476,-0.12399862,0.05372611,-0.06496716,-33.83804859,-2.29333605,-0.06259895,-33.76678103,-2.31071328
6.630,0.93382366,-0.08112877,2.75007037,0.93671855,0.01748977,2.76227145,0.23186694,-0.11174239,0.05079199,0.23474560,-0.12332550,0.05339136,-0.06613499,-33.84309570,-2.29779688,-0.06378851,-33.77228796,-2.31504671
6.640,0.93614176,-0.08224266,2.75057668,0.93906078,0.01628350,2.76279196,0.23175377,-0.11103470,0.05047032,0.23461508,-0.12265091,0.05305613,-0.06729240,-33.84808343,-2.30223763,-0.06496716,-33.77773502,-2.31936128
6.650,0.93845873,-0.08334946,2.75107977,0.94140166,0.01508404,2.76330909,0.23163933,-0.11032612,0.05014824,0.23448322,-0.12197488,0.05272044,-0.06843853,-33.85301007,-2.30665792,-0.06613499,-33.78312230,-2.32365357
6.660,0.94077455,-0.08444918,2.75157964,0.94374117,0.01389138,2.76382285,0.23152362,-0.10961670,0.04982577,0.23435003,-0.12129745,0.05238431,-0.06957388,-33.85788089,-2.31105704,-0.06729240,-33.78845085,-2.32792558
6.670,0.94308920,-0.08554179,2.75207629,0.94607929,0.01270556,2.76433323,0.23140666,-0.10890645,0.04950293,0.23421552,-0.12061865,0.05204773,-0.07069876,-33.86269174,-2.31543428,-0.06843853,-33.79371896,-2.33217692
6.680,0.94540268,-0.08662730,2.75256970,0.94841601,0.01152658,2.76484023,0.23128845,-0.10819541,0.04917973,0.23407970,-0.11993849,0.05171074,-0.07181267,-33.86744739,-2.31979211,-0.06957388,-33.79893188,-2.33640692
6.690,0.94771496,-0.08770570,2.75305988,0.95075132,0.01035446,2.76534384,0.23116901,-0.10748361,0.04885619,0.23394260,-0.11925702,0.05137334,-0.07291642,-33.87214823,-2.32412843,-0.07069876,-33.80408543,-2.34061486
6.700,0.95002605,-0.08877697,2.75354682,0.95308521,0.00918920,2.76584406,0.23104836,-0.10677108,0.04853231,0.23380422,-0.11857426,0.05103555,-0.07400880,-33.87679260,-2.32844431,-0.07181267,-33.80918439,-2.34480320
6.710,0.95233593,-0.08984112,2.75403053,0.95541767,0.00803081,2.76634089,0.23092650,-0.10605785,0.04820811,0.23366458,-0.11789025,0.05069739,-0.07509036,-33.88138472,-2.33273768,-0.07291642,-33.81422913,-2.34896988
6.720,0.95464458,-0.09089813,2.75451099,0.95774868,0.00687932,2.76683432,0.23080344,-0.10534395,0.04788362,0.23352369,-0.11720501,0.05035886,-0.07616153,-33.88592280,-2.33701085,-0.07400880,-33.81921795,-2.35311595
6.730,0.95695199,-0.09194800,2.75498820,0.96007823,0.00573473,2.76732436,0.23067921,-0.10462942,0.04755883,0.23338157,-0.11651858,0.05001999,-0.07722202,-33.89040927,-2.34126365,-0.07509036,-33.82415508,-2.35723937
6.740,0.95925816,-0.09299071,2.75546216,0.96240631,0.00459705,2.76781099,0.23055380,-0.10391428,0.04723376,0.23323823,-0.11583099,0.04968079,-0.07827150,-33.89484180,-2.34549557,-0.07616153,-33.82903870,-2.36134245
6.750,0.96156306,-0.09402628,2.75593287,0.96473291,0.00346628,2.76829422,0.23042725,-0.10319856,0.04690844,0.23309369,-0.11514226,0.04934127,-0.07931057,-33.89922639,-2.34970599,-0.07722202,-33.83387123,-2.36542501
6.760,0.96386670,-0.09505468,2.75640033,0.96705802,0.00234246,2.76877404,0.23029955,-0.10248230,0.04658286,0.23294795,-0.11445243,0.04900145,-0.08033842,-33.90355934,-2.35389472,-0.07827150,-33.83865033,-2.36948656
6.770,0.96616905,-0.09607592,2.75686453,0.96938162,0.00122557,2.76925045,0.23017072,-0.10176552,0.04625706,0.23280104,-0.11376154,0.04866134,-0.08135591,-33.90784412,-2.35806259,-0.07931057,-33.84338197,-2.37352650
6.780,0.96847011,-0.09708999,2.75732547,0.97170371,0.00011563,2.76972344,0.23004077,-0.10104827,0.04593103,0.23265296,-0.11306960,0.04832096,-0.08236251,-33.91208120,-2.36220950,-0.08033842,-33.84806244,-2.37754462
6.790,0.97076986,-0.09809689,2.75778315,0.97402427,-0.00098735,2.77019303,0.22990972,-0.10033057,0.04560480,0.23250373,-0.11237666,0.04798032,-0.08335856,-33.91627195,-2.36633496,-0.08135591,-33.85269520,-2.38154179
6.800,0.97306830,-0.09909660,2.75823757,0.97634329,-0.00208336,2.77065920,0.22977758,-0.09961245,0.04527839,0.23235336,-0.11168275,0.04763944,-0.08434357,-33.92041398,-2.37043858,-0.08236251,-33.85728070,-2.38551790
6.810,0.97536541,-0.10008913,2.75868872,0.97866077,-0.00317239,2.77112195,0.22964436,-0.09889395,0.04495179,0.23220187,-0.11098790,0.04729833,-0.08531801,-33.92451118,-2.37452182,-0.08335856,-33.86182028,-2.38947247
6.820,0.97766118,-0.10107448,2.75913660,0.98097668,-0.00425444,2.77158128,0.22951008,-0.09817509,0.04462504,0.23204927,-0.11029213,0.04695701,-0.08628176,-33.92856470,-2.37858416,-0.08434357,-33.86631155,-2.39340511
6.830,0.97995561,-0.10205264,2.75958122,0.98329103,-0.00532950,2.77203719,0.22937475,-0.09745592,0.04429814,0.23189558,-0.10959550,0.04661549,-0.08723434,-33.93257467,-2.38262398,-0.08531801,-33.87075839,-2.39731729
6.840,0.98224868,-0.10302360,2.76002256,0.98560379,-0.00639755,2.77248967,0.22923838,-0.09673645,0.04397112,0.23174080,-0.10889802,0.04627379,-0.08817624,-33.93653973,-2.38664388,-0.08628176,-33.87516191,-2.40120851
6.850,0.98454037,-0.10398736,2.76046064,0.98791497,-0.00745860,2.77293874,0.22910098,-0.09601674,0.04364397,0.23158496,-0.10819972,0.04593193,-0.08910799,-33.94046218,-2.39064092,-0.08723434,-33.87952224,-2.40507715
6.860,0.98683069,-0.10494393,2.76089544,0.99022454,-0.00851264,2.77338437,0.22896258,-0.09529680,0.04331673,0.23142805,-0.10750066,0.04558991,-0.09002837,-33.94434455,-2.39461761,-0.08817624,-33.88383801,-2.40892580
6.870,0.98911962,-0.10589330,2.76132697,0.99253250,-0.00955965,2.77382659,0.22882318,-0.09457667,0.04298940,0.23127011,-0.10680084,0.04524775,-0.09093804,-33.94818632,-2.39857249,-0.08910799,-33.88811148,-2.41275156
6.880,0.99140715,-0.10683546,2.76175523,0.99483885,-0.01059964,2.77426537,0.22868280,-0.09385639,0.04266199,0.23111114,-0.10610032,0.04490547,-0.09183690,-33.95198689,-2.40250542,-0.09002837,-33.89234517,-2.41655693
6.890,0.99369327,-0.10777043,2.76218021,0.99714356,-0.01163259,2.77470073,0.22854144,-0.09313598,0.04233454,0.23095115,-0.10539912,0.04456309,-0.09272512,-33.95575090,-2.40641756,-0.09093804,-33.89653856,-2.42034045
6.900,0.99597798,-0.10869818,2.76260192,0.99944663,-0.01265851,2.77513266,0.22839913,-0.09241548,0.04200704,0.23079017,-0.10469728,0.04422061,-0.09360202,-33.95947359,-2.41030758,-0.09183690,-33.90069102,-2.42410201
6.910,0.99826125,-0.10961874,2.76302035,1.00174805,-0.01367739,2.77556117,0.22825588,-0.09169493,0.04167951,0.23062819,-0.10399483,0.04387807,-0.09446865,-33.96316214,-2.41417686,-0.09272512,-33.90480716,-2.42784277
6.920,1.00054309,-0.11053208,2.76343551,1.00404782,-0.01468921,2.77598625,0.22811170,-0.09097436,0.04135198,0.23046524,-0.10329180,0.04353546,-0.09532407,-33.96681132,-2.41802373,-0.09360202,-33.90888223,-2.43156140
6.930,1.00282348,-0.11143822,2.76384739,1.00634591,-0.01569399,2.77640789,0.22796661,-0.09025379,0.04102445,0.23030133,-0.10258823,0.04319281,-0.09616873,-33.97042544,-2.42184981,-0.09446865,-33.91292338,-2.43525930
6.940,1.00510242,-0.11233716,2.76425600,1.00864233,-0.01669171,2.77682612,0.22782062,-0.08953327,0.04069694,0.23013648,-0.10188416,0.04285014,-0.09700221,-33.97400582,-2.42565357,-0.09532407,-33.91692535,-2.43893479
6.950,1.00737989,-0.11322889,2.76466133,1.01093706,-0.01768237,2.77724091,0.22767374,-0.08881283,0.04036947,0.22997069,-0.10117962,0.04250745,-0.09782510,-33.97755100,-2.42943649,-0.09616873,-33.92089244,-2.44258951
6.960,1.00965589,-0.11411342,2.76506339,1.01323010,-0.01866596,2.77765228,0.22752599,-0.08809251,0.04004205,0.22980398,-0.10047464,0.04216477,-0.09863686,-33.98106375,-2.43319721,-0.09700221,-33.92482596,-2.44622194
6.970,1.01193041,-0.11499074,2.76546217,1.01552144,-0.01964250,2.77806022,0.22737739,-0.08737233,0.03971469,0.22963636,-0.09976926,0.04182212,-0.09943748,-33.98454213,-2.43693735,-0.09782510,-33.92872443,-2.44983357
6.980,1.01420344,-0.11586086,2.76585768,1.01781106,-0.02061196,2.77846473,0.22722794,-0.08665233,0.03938742,0.22946785,-0.09906352,0.04147950,-0.10022718,-33.98798875,-2.44065540,-0.09863686,-33.93259061,-2.45342304
6.990,1.01647497,-0.11672379,2.76624992,1.02009896,-0.02157435,2.77886583,0.22707766,-0.08593255,0.03906025,0.22929847,-0.09835745,0.04113694,-0.10100594,-33.99140622,-2.44435151,-0.09943748,-33.93642251,-2.45699198
7.000,1.01874499,-0.11757951,2.76663889,1.02238514,-0.02252967,2.77926350,0.22692657,-0.08521302,0.03873319,0.22912821,-0.09765108,0.04079445,-0.10177378,-33.99479071,-2.44802588,-0.10022718,-33.94022276,-2.46053889
7.010,1.02101350,-0.11842805,2.76702459,1.02466958,-0.02347792,2.77965775,0.22677468,-0.08449378,0.03840626,0.22895711,-0.09694446,0.04045205,-0.10253031,-33.99814860,-2.45167867,-0.10100594,-33.94399393,-2.46406393
7.020,1.02328048,-0.11926939,2.76740701,1.02695227,-0.02441909,2.78004857,0.22662201,-0.08377485,0.03807948,0.22878516,-0.09623761,0.04010975,-0.10327605,-34.00147556,-2.45531156,-0.10177378,-33.94773218,-2.46756731
7.030,1.02554593,-0.12010355,2.76778618,1.02923321,-0.02535318,2.78043598,0.22646856,-0.08305628,0.03775286,0.22861239,-0.09553057,0.03976758,-0.10401076,-34.00477618,-2.45892037,-0.10253031,-33.95144386,-2.47104920
7.040,1.02780985,-0.12093052,2.76816207,1.03151239,-0.02628020,2.78081998,0.22631436,-0.08233811,0.03742641,0.22843881,-0.09482339,0.03942554,-0.10473385,-34.00804867,-2.46250982,-0.10327605,-33.95512464,-2.47451127
7.050,1.03007222,-0.12175031,2.76853471,1.03378980,-0.02720014,2.78120056,0.22615942,-0.08162035,0.03710016,0.22826444,-0.09411609,0.03908365,-0.10544596,-34.01129406,-2.46607564,-0.10401076,-33.95877908,-2.47794937
7.060,1.03233304,-0.12256293,2.76890408,1.03606544,-0.02811301,2.78157773,0.22600376,-0.08090306,0.03677412,0.22808928,-0.09340872,0.03874194,-0.10614664,-34.01451510,-2.46962114,-0.10473385,-33.96240537,-2.48136822
7.070,1.03459229,-0.12336837,2.76927019,1.03833930,-0.02901880,2.78195149,0.22584738,-0.08018627,0.03644830,0.22791334,-0.09270130,0.03840041,-0.10683668,-34.01770937,-2.47314524,-0.10544596,-33.96600453,-2.48476356
7.080,1.03684998,-0.12416665,2.76963304,1.04061136,-0.02991752,2.78232184,0.22569031,-0.07947001,0.03612273,0.22773666,-0.09199389,0.03805909,-0.10751501,-34.02088041,-2.47664816,-0.10614664,-33.96957928,-2.48813870
7.090,1.03910610,-0.12495777,2.76999264,1.04288163,-0.03080916,2.78268878,0.22553256,-0.07875432,0.03579742,0.22755923,-0.09128650,0.03771799,-0.10818182,-34.02402802,-2.48012881,-0.10683668,-33.97312720,-2.49149258
7.100,1.04136063,-0.12574174,2.77034899,1.04515010,-0.03169373,2.78305233,0.22537414,-0.07803923,0.03547238,0.22738107,-0.09057919,0.03737712,-0.10883781,-34.02715359,-2.48358761,-0.10751501,-33.97665179,-2.49482542
7.110,1.04361358,-0.12651856,2.77070209,1.04741676,-0.03257123,2.78341247,0.22521507,-0.07732479,0.03514763,0.22720219,-0.08987198,0.03703650,-0.10948203,-34.03025708,-2.48702497,-0.10818182,-33.98015284,-2.49813613
7.120,1.04586493,-0.12728824,2.77105195,1.04968159,-0.03344167,2.78376923,0.22505537,-0.07661102,0.03482319,0.22702262,-0.08916492,0.03669615,-0.11011510,-34.03333933,-2.49043981,-0.10883781,-33.98363171,-2.50142516
7.130,1.04811468,-0.12805078,2.77139856,1.05194461,-0.03430505,2.78412258,0.22489505,-0.07589796,0.03449907,0.22684236,-0.08845805,0.03635609,-0.11073670,-34.03639980,-2.49383420,-0.10948203,-33.98708837,-2.50469292
7.140,1.05036283,-0.12880620,2.77174193,1.05420580,-0.03516136,2.78447256,0.22473412,-0.07518565,0.03417530,0.22666143,-0.08775139,0.03601633,-0.11134658,-34.03944184,-2.49720706,-0.11011510,-33.99052361,-2.50793834
7.150,1.05260936,-0.12955450,2.77208206,1.05646515,-0.03601062,2.78481914,0.22457261,-0.07447413,0.03385188,0.22647983,-0.08704500,0.03567690,-0.11194520,-34.04246478,-2.50055907,-0.11073670,-33.99393689,-2.51116350
7.160,1.05485428,-0.13029569,2.77241897,1.05872266,-0.03685283,2.78516235,0.22441052,-0.07376344,0.03352883,0.22629759,-0.08633891,0.03533780,-0.11253193,-34.04546984,-2.50388776,-0.11134658,-33.99733153,-2.51436732
7.170,1.05709757,-0.13102977,2.77275264,1.06097832,-0.03768798,2.78550217,0.22424788,-0.07305360,0.03320618,0.22611473,-0.08563315,0.03499906,-0.11310728,-34.04845545,-2.50719654,-0.11194520,-34.00070684,-2.51755049
7.180,1.05933923,-0.13175676,2.77308309,1.06323212,-0.03851610,2.78583863,0.22408470,-0.07234466,0.03288394,0.22593124,-0.08492777,0.03466070,-0.11367099,-34.05142500,-2.51048315,-0.11253193,-34.00406403,-2.52071056
7.190,1.06157926,-0.13247667,2.77341032,1.06548407,-0.03933718,2.78617172,0.22392099,-0.07163666,0.03256212,0.22574715,-0.08422280,0.03432272,-0.11422283,-34.05437947,-2.51374826,-0.11310728,-34.00740150,-2.52385094
7.200,1.06381765,-0.13318950,2.77373434,1.06773416,-0.04015123,2.78650144,0.22375677,-0.07092962,0.03224074,0.22556248,-0.08351828,0.03398516,-0.11476293,-34.05731707,-2.51699101,-0.11367099,-34.01072263,-2.52696938
7.210,1.06605440,-0.13389526,2.77405514,1.06998237,-0.04095825,2.78682781,0.22359206,-0.07022360,0.03191982,0.22537723,-0.08281426,0.03364802,-0.11529096,-34.06023926,-2.52021358,-0.11422283,-34.01402838,-2.53006656
7.220,1.06828949,-0.13459397,2.77437273,1.07222871,-0.04175825,2.78715082,0.22342687,-0.06951862,0.03159937,0.22519142,-0.08211077,0.03331133,-0.11580770,-34.06314807,-2.52341531,-0.11476293,-34.01731692,-2.53314164
7.230,1.07052293,-0.13528564,2.77468713,1.07447317,-0.04255124,2.78747049,0.22326122,-0.06881473,0.03127942,0.22500507,-0.08140785,0.03297510,-0.11631231,-34.06604449,-2.52659378,-0.11529096,-34.02058972,-2.53619679
7.240,1.07275471,-0.13597027,2.77499832,1.07671575,-0.04333723,2.78778681,0.22309512,-0.06811195,0.03095998,0.22481819,-0.08070555,0.03263934,-0.11680511,-34.06892639,-2.52975281,-0.11580770,-34.02384876,-2.53923135
7.250,1.07498483,-0.13664788,2.77530633,1.07895643,-0.04411622,2.78809979,0.22292860,-0.06741034,0.03064106,0.22463079,-0.08000389,0.03230409,-0.11728565,-34.07179691,-2.53288882,-0.11631231,-34.02709503,-2.54224295
7.260,1.07721328,-0.13731848,2.77561115,1.08119523,-0.04488822,2.78840944,0.22276166,-0.06670993,0.03032270,0.22444289,-0.07930292,0.03196935,-0.11775438,-34.07465609,-2.53600387,-0.11680511,-34.03032638,-2.54523538
7.270,1.07944006,-0.13798209,2.77591279,1.08343212,-0.04565324,2.78871577,0.22259432,-0.06601075,0.03000489,0.22425450,-0.07860269,0.03163515,-0.11821098,-34.07750587,-2.53909762,-0.11728565,-34.03354592,-2.54820509
7.280,1.08166517,-0.13863870,2.77621125,1.08566711,-0.04641129,2.78901877,0.22242661,-0.06531285,0.02968766,0.22406564,-0.07790322,0.03130150,-0.11865507,-34.08034280,-2.54217086,-0.11775438,-34.03675368,-2.55115414
7.290,1.08388860,-0.13928835,2.77650654,1.08790019,-0.04716237,2.78931846,0.22225853,-0.06461626,0.02937103,0.22387633,-0.07720457,0.03096842,-0.11908708,-34.08317261,-2.54522299,-0.11821098,-34.03995157,-2.55408222
7.300,1.08611034,-0.13993103,2.77679867,1.09013137,-0.04790651,2.78961485,0.22209011,-0.06392103,0.02905501,0.22368658,-0.07650677,0.03063593,-0.11950715,-34.08599173,-2.54825350,-0.11865507,-34.04313611,-2.55699009
7.310,1.08833040,-0.14056677,2.77708764,1.09236063,-0.04864370,2.78990793,0.22192135,-0.06322718,0.02873963,0.22349639,-0.07580986,0.03030405,-0.11991474,-34.08880340,-2.55126320,-0.11908708,-34.04631304,-2.55987719
7.320,1.09054877,-0.14119558,2.77737346,1.09458797,-0.04937396,2.79019772,0.22175229,-0.06253476,0.02842489,0.22330580,-0.07511388,0.02997279,-0.12030986,-34.09160784,-2.55425178,-0.11950715,-34.04947875,-2.56274300
7.330,1.09276544,-0.14181747,2.77765614,1.09681338,-0.05009730,2.79048423,0.22158292,-0.06184382,0.02811083,0.22311481,-0.07441888,0.02964217,-0.12069313,-34.09440519,-2.55721850,-0.11991474,-34.05263646,-2.56558836
7.340,1.09498042,-0.14243246,2.77793568,1.09903688,-0.05081372,2.79076745,0.22141328,-0.06115438,0.02779744,0.22292344,-0.07372489,0.02931221,-0.12106356,-34.09719643,-2.56016468,-0.12030986,-34.05578637,-2.56841294
7.350,1.09719371,-0.14304056,2.77821209,1.10125844,-0.05152326,2.79104740,0.22124337,-0.06046648,0.02748477,0.22273170,-0.07303196,0.02898292,-0.12142118,-34.09998115,-2.56308961,-0.12069313,-34.05892860,-2.57121603
7.360,1.09940529,-0.14364180,2.77848538,1.10347808,-0.05222590,2.79132409,0.22107321,-0.05978018,0.02717281,0.22253962,-0.07234013,0.02865434,-0.12176675,-34.10276357,-2.56599315,-0.12106356,-34.06206411,-2.57399897
7.370,1.10161517,-0.14423617,2.77875555,1.10569578,-0.05292168,2.79159751,0.22090283,-0.05909550,0.02686159,0.22234720,-0.07164944,0.02832647,-0.12209945,-34.10553841,-2.56887634,-0.12142118,-34.06519247,-2.57676103
7.380,1.10382335,-0.14482371,2.77902262,1.10791154,-0.05361059,2.79186769,0.22073224,-0.05841248,0.02655113,0.22215446,-0.07095993,0.02799933,-0.12241920,-34.10831096,-2.57173734,-0.12176675,-34.06831787,-2.57950212
7.390,1.10602981,-0.14540443,2.77928658,1.11012536,-0.05429266,2.79213463,0.22056145,-0.05773117,0.02624144,0.22196141,-0.07027164,0.02767295,-0.12272693,-34.11108084,-2.57457891,-0.12209945,-34.07143502,-2.58222324
7.400,1.10823457,-0.14597834,2.77954745,1.11233724,-0.05496789,2.79239834,0.22039048,-0.05705161,0.02593255,0.22176808,-0.06958461,0.02734735,-0.12302144,-34.11384719,-2.57739921,-0.12241920,-34.07454918,-2.58492261
